filename,language,genre,label_id,lyrics
bangla/song_1.mp3,Bangla,Folk,0,"সময় গেলে সাধন হবে না।
দিন থাকিতে তিনের সাধন কেন করলে না।।
জানো না মন খালে বিলে
থাকে না মীন জল শুকালে।
কি হবে আর বাঁধাল দিলে, মোহনা শুকনা।।
অসময়ে কৃষি করে
মিছামিছি খেটে মরে।
গাছ যদিও হয় বীজের জোরে, ফল ধরে না।।
অমাবস্যায় পূর্নিমা হয়
মহাযোগ সেই দিনে উদয়।
লালন বলে তাহার সময় দণ্ড রয় না।।"
bangla/song_2.mp3,Bangla,Folk,0,"ঘুমাইয়া ছিলাম, ছিলাম ভালো
ঘুমাইয়া ছিলাম, ঘুমাইয়া ছিলাম, ছিলাম ভালো
জেগে দেখি বেলা নাই, বেলা নাই
কোন বা পথে নিতাইগঞ্জ যাই?
ও বন্ধু রে, কোন বা পথে নিতাইগঞ্জ যাই?

ঘুমাইয়া ছিলাম, ছিলাম ভালো
জেগে দেখি বেলা নাই, বেলা নাই
কোন বা পথে নিতাইগঞ্জ যাই?
ও বন্ধু রে, কোন বা পথে নিতাইগঞ্জ যাই?

নিতাইগঞ্জ করবো বাসা
মনে ছিলো দারুন আশা গো
আরে, নিতাইগঞ্জ করবো বাসা
মনে ছিলো দারুন আশা গো

এবার ছয় ডাকাতে চুক্তি করে
ছয় ডাকাতে চুক্তি করে
আশার মুখে দিলো ছাই, দিলো ছাই
কোন বা পথে নিতাইগঞ্জে যাই?
ও বন্ধু রে, কোন বা পথে নিতাইগঞ্জ যাই?

নিতাইগঞ্জ যাবার আশে
দাঁড়ায় আছি রাস্তার পাশে গো
আরে, নিতাইগঞ্জ যাবার আশে
দাঁড়ায় আছি রাস্তার পাশে গো

আরে, গাড়িতে চড়বো, টিকিট কাটবো
গাড়িতে চড়বো, টিকিট কাটবো
ভক্তি মাসুল কিছু নাই, কিছু নাই
কোন বা পথে নিতাইগঞ্জে যাই?
ও বন্ধু রে, কোন বা পথে নিতাইগঞ্জ যাই?

নিতাইগঞ্জ ডাইনে রেখে
সাধের নৌকা দিলাম ছেড়ে গো
আরে, নিতাইগঞ্জ ডাইনে রেখে
সাধের নৌকা দিলাম ছেড়ে গো

এবার নিতাইগঞ্জ বামে রেখে
নিতাইগঞ্জ বামে রেখে
ঢাকার গাঙে নাও ডুবাই, নাও ডুবাই
কোন বা পথে নিতাইগঞ্জ যাই?
ও বন্ধু রে, কোন বা পথে নিতাইগঞ্জ যাই?

ঢাকার শহর চকবাজারে
দোকান দিলাম কামনীর কোলে গো
কাঙালিনী সুফিয়া বলে
চালানের মাল কিছুই নাই ।।

কোন বা পথে নিতাইগঞ্জ যাই?
ও বন্ধু রে, কোন বা পথে নিতাইগঞ্জ যাই?

ঘুমাইয়া ছিলাম, ছিলাম ভালো
ঘুমাইয়া ছিলাম, ঘুমাইয়া ছিলাম, ছিলাম ভালো
জেগে দেখি বেলা নাই, বেলা নাই
কোন বা পথে নিতাইগঞ্জ যাই?
ও বন্ধু রে, কোন বা পথে নিতাইগঞ্জ যাই?
ও বন্ধু রে, কোন বা পথে নিতাইগঞ্জ যাই?
ও বন্ধু রে, কোন বা পথে নিতাইগঞ্জ যাই?"
bangla/song_3.mp3,Bangla,Folk,0,"আগে যদি জানতাম তবে মন ফিরে চাইতাম
এই জ্বালা আর প্রাণে সহে না
ও মন রে…
কিসের তরে রয়ে গেলি তুই

বলেছিলি তুই যে আমায়
আমি নাকি ভুলে যাবো
ভুলে আমি ঠিকই তো যেতাম
পোড়া মনে তোরই কথা
বারে বারে বেজে ওঠে
তাই তোকে আর ভোলা হলো না রে
এই জ্বালা আর প্রাণে সহে না রে

জানিনা কেনো যে আমায়
একা ফেলে চলে গেলি
ভুলেও কি মনে পড়ে না
তোরই মতো কোনদিনও
আমিও যে ভুলে যাবো
তবু এই জ্বালা প্রাণে সইবো না রে
এই জ্বালা আর প্রাণে সহে না"
bangla/song_4.mp3,Bangla,Folk,0,"কী জাদু করিয়া বন্ধে
মায়া লাগাইছে
পিরিতি শিখাইছে
দেওয়ানা বানাইছে ॥

বসে ভাবি নিরালা
আগে তো জানি না
বন্ধের পিরিতের জ্বালা
যেমন ইট-বাট্টায় দিয়া কয়লা
আগুন জ্বালাইছে–
দেওয়ানা বানাইছে ॥

কী বলিব আর
বিচ্ছেদের আগুনে পুড়ে
কলিজা আঙ্গার
প্রাণবন্ধুর পিরিতে আমার
কুলমান গেছে–
দেওয়ানা বানাইছে ॥

আবদুল করিম গায়
ভুলিতে পারি না আমার
মনে যারে চায়
কুলনাশা পিরিতের নেশায়
পাগল করেছে–
দেওয়ানা বানাইছে ॥"
bangla/song_5.mp3,Bangla,Folk,0,"তোমার ঘরে বাস করে কারা
ও মন জান না,
তোমার ঘরে বসত করে কয় জনা,
মন জান না

তোমার ঘরে বসত করে কয় জনা

এক জনায় ছবি আঁকে এক মনে,
ও রে মন
আরেক জনায় বসে বসে র ংমাখে
ও আবার সেই ছবিখান নষ্ট করে
কোন জনা,কোন জনা

তোমার ঘরে বসত করে কয় জনা

এক জনায় সুর তোলে এক তারে,
ও মন, আরেক জন মন্দিরাতে তাল তোলে
ও আবার বেসুরো সুর ধরে দেখো
কোন জনা, কোন জনা

তোমর ঘরে বসত করে কয় জনা

রস খাইয়া হইয়া মাত, ঐ দেখো
হাত ফসকে যায় ঘোড়ার লাগাম
সেই লাগাম খানা ধরে দেখো
কোন জনা, কোন জনা

তোমার ঘরে বসত করে কয় জনা"
bangla/song_6.mp3,Bangla,Folk,0,"গুরু দোহাই তোমার, মনকে আমার লও গো সুপথে।
তোমার দয়া বিনে তোমার সাধবো কি মতে।।
            তুমি যারে হও গো সদয়
            সে তোমারে সাধনে পায়
            বিবাদী তার স্ববশে রয়
                        তোমার কৃপাতে।।
            যন্ত্রেতে যন্ত্রী যেমন
            যেমত বাজায় বাজে তেমন
            তেমনি যন্ত্র আমার মন
                        বোল তোমার হাতে।।
            জগাই মাধাই দস্যু ছিল
            তারে গুরুর কৃপা হল
            অধীন লালন দোহাই দিল
                        সেই আশাতে।।"
bangla/song_7.mp3,Bangla,Folk,0,"মানুষ ভজলে সোনার মানুষ হবি।
মানুষ ছাড়া ক্ষ্যাপা রে তুই মূল হারাবি।।
এই মানুষে মানুষ গাথা
গাছে যেমন আলকলতা।
জেনে শুনে মুড়াও মাথা
জাতে ত্বরবি।।
দ্বিদলে মৃণালে
সোনার মানুষ উজলে।
মানুষ গুরুর কৃপা হলে
জানতে পাবি।।
এই মানুষ ছাড়া মন আমার
পড়বি রে তুই শূন্যকার।
লালন বলে মানুষ আকার
ভজলে তারে পাবি।।"
bangla/song_8.mp3,Bangla,Folk,0,"খোদার ঘরে নালিশ করতে দিল না আমারে।
পাপ পূণ্যের বিচার এখন মানুষে করে।।
আমার দুঃখের কথা শোনার মত কোন মানুষ নাই
আমি কার কাছে জানাই
আমার চক্ষের পানি মুছার মত আপন কেহ নাই
আমি কোথায় পাবো ঠাই
আজ শোনরে মানুষ শোন
এই দুঃখেরই আগুন
(ও) আর কতকাল জ্বালিয়ে রাখবি আমার অন্তরে
পাপ পূণ্যের বিচার এখন মানুষই করে।।"
bangla/song_9.mp3,Bangla,Folk,0,"মিলন হবে কত দিনে
আমার মনের মানুষের সনে।।
চাতক প্রায় অহর্নিশি
চেয়ে আছে কালো শশী।
হব বলে চরণদাসী
তা হয় না কপাল গুণে।।
মেঘের বিদ্যুৎ মেঘে যেমন
লুকালে না পায় অন্বেষণ।
কালারে হারায়ে তেমন
ঐ রূপ হেরি এ দর্পণে।।
ঐ রূপ যখন স্মরণ হয়
থাকে না লোকলজ্জার ভয়।
লালন ফকির ভেবে বলে সদাই
ও প্রেম যে করে সেই জানে।।"
bangla/song_10.mp3,Bangla,Folk,0,"শুয়াচান পাখি আমার শুয়াচান পাখি
আমি ডাকিতাছি তুমি ঘুমাইছ নাকি

শুয়াচান পাখি আমার শুয়াচান পাখি
আমি ডাকিতাছি তুমি ঘুমাইছ নাকি

তুমি আমি জনম ভরা রে বন্ধু
ছিলাম মাখামাখি

তুমি আমি জনম ভরা 
ছিলাম মাখামাখি
আজ কেন হইলে নীরব
মেলো দুটি আঁখি রে পাখি
আমি ডাকিতাছি তুমি ঘুমাইছ নাকি

শুয়াচান পাখি আমার শুয়াচান পাখি
আমি ডাকিতাছি তুমি ঘুমাইছ নাকি

বুলবুলি আর তোতা ময়না
কত নামে ডাকি তোরে

বুলবুলি আর তোতা ময়না
কত নামে ডাকি তোরে
শিকল ভেঙ্গে চলে গেলে কারে লইয়া থাকি
কারে লইয়া থাকি

শুয়াচান পাখি আমার শুয়াচান পাখি
আমি ডাকিতাছি তুমি ঘুমাইছ নাকি

তোমার আমার এই পিরিতি
চর্ন্দ্র সূর্য্য সাক্ষী
হঠাৎ করে চলে গেলে
বুঝলাম না চালাকিরে পাখি
আমি ডাকিতাছি তুমি ঘুমাইছ নাকি
আমি ডাকিতাছি তুমি ঘুমাইছ নাকি"
